idDaInstituicao	anoDePublicacao	total
001300000993-31	2014	3
001300000993-31	2012	2
153900000004-33	2014	7
IZYG00000001-31	2015	11
060100000006-33	2014	2
060100000006-33	2012	6
060100000006-33	2011	1
J17Z00000001-13	2014	3
J17Z00000001-13	2011	2
001500000997-23	2013	3
001500000997-23	2012	3
001500000997-23	2010	8
482100000002-35	2014	5
482100000002-35	2013	3
482100000002-35	2012	5
482100000002-35	2011	5
J1WM00000005-33	2015	9
000400000997-25	2011	2
311500000004-31	2012	1
985600043971-35	2014	3
985600043971-35	2012	2
450400000000-41	2014	13
584100000005-53	2015	4
J3XY00000001-51	2011	1
193500000006-25	2010	1
985600042495-35	2015	7
013300000008-52	2012	1
J1HP00000001-42	2013	3
033100000009-31	2015	11
033100000009-31	2012	7
425400000009-29	2014	1
431900000002-41	2015	3
000900000996-33	2010	22
531500000001-26	2013	16
985600139847-43	2011	3
985600139847-43	2010	2
IXN100000000-29	2010	1
IXOR00000009-25	2013	8
JAA700000000-31	2013	1
001900000994-33	2012	1
JQMV00000000-23	2014	1
IXIZ00000008-29	2013	1
422500000006-27	2013	13
001100000990-31	2013	14
J98T00000005-11	2011	5
091400000001-26	2011	1
985600042746-35	2014	1
002000000996-43	2014	1
002000000996-43	2013	3
J1BJ00000000-35	2011	8
520400000004-43	2014	2
520400000004-43	2010	2
000300000995-52	2015	6
311500000004-29	2015	1
311500000004-29	2014	1
623700000000-41	2012	1
IZS100000005-43	2014	3
IZS100000005-43	2012	1
J01Z00000005-53	2013	13
451000000000-31	2014	3
000500000999-28	2013	3
000500000999-28	2010	1
985600162083-53	2012	3
873300000002-29	2012	2
873300000002-29	2011	4
985600984440-35	2010	5
000700000992-33	2010	10
210000000000-43	2011	2
023600000000-42	2014	1
000300000995-27	2013	4
000200000993-27	2013	4
000200000993-27	2012	47
072300000003-43	2014	5
072300000003-43	2010	5
869000000009-26	2012	5
IW1Y00000001-35	2013	8
J0ZR00000001-42	2010	2
003900000001-13	2011	16
IZEE00000008-53	2012	2
IYC900000003-22	2013	5
JNM600000007-29	2014	3
JNM600000007-29	2013	4
046700000001-53	2013	1
046700000001-53	2012	1
000600000990-23	2014	6
603500000002-35	2012	1
449900000005-50	2011	1
626000000002-31	2010	15
000400000997-25	2012	2
298200000008-33	2011	14
298200000008-33	2010	23
985606497095-35	2015	3
985606497095-35	2014	4
985606497095-35	2013	1
985606497095-35	2011	6
898800000007-53	2014	1
J22Z00000008-33	2015	7
J1JO00000006-33	2015	1
J1JO00000006-33	2014	1
985600984440-35	2014	4
002600000997-41	2014	1
000400000997-13	2010	1
001000000998-42	2014	5
001000000998-42	2012	9
001000000998-42	2011	7
102400000000-43	2015	7
101800000000-43	2015	1
985600222868-35	2015	2
985600222868-35	2014	1
985600222868-35	2012	1
985600222868-35	2010	1
985600993279-42	2014	2
001000000998-50	2013	8
001000000998-50	2010	5
985602000994-35	2014	44
985602000994-35	2013	51
985602000994-35	2012	129
985602000994-35	2011	18
985602000994-35	2010	17
001500000997-31	2014	4
001500000997-31	2011	2
001500000997-31	2010	4
000400000997-24	2010	3
413600000009-35	2012	2
000700000992-42	2011	6
985600001900-35	2011	4
IXOR00000009-25	2012	7
015100000000-35	2013	1
051600000006-13	2015	1
051600000006-13	2014	2
051600000006-13	2012	2
118400000007-23	2015	5
118400000007-23	2014	1
118400000007-23	2013	1
118400000007-23	2012	2
118400000007-23	2011	3
118400000007-23	2010	1
015100000000-29	2010	1
174400000008-35	2013	10
985600078929-42	2015	3
985600078929-42	2014	4
985600078929-42	2013	3
IZ8V00000005-52	2013	1
876200000005-25	2013	1
IYDQ00000006-29	2015	1
IYDQ00000006-29	2014	2
IYDQ00000006-29	2013	2
IYDQ00000006-29	2011	1
IZEE00000008-53	2010	44
J0ZR00000001-42	2011	2
841700000001-43	2011	7
J44200000003-33	2011	4
002900000992-41	2014	1
002900000992-41	2010	1
985600657104-41	2011	5
761300000002-33	2012	1
492800000002-43	2013	2
492800000002-43	2011	1
IXH000000000-33	2010	2
375700000004-33	2015	5
013300000008-52	2014	2
000600000990-32	2013	3
000600000990-32	2011	3
000700000992-50	2010	3
000200000993-52	2013	4
000200000993-52	2011	6
985600218500-35	2013	2
000300000995-53	2010	7
985600390108-26	2013	3
985600390108-26	2011	1
IW1Y00000001-35	2012	6
015100000000-43	2011	1
752200000001-35	2014	8
508300000003-31	2013	1
508300000003-31	2012	2
503900000003-35	2012	2
188200000004-35	2014	3
000400000997-28	2015	1
985601346161-11	2015	2
985601346161-11	2014	2
985601346161-11	2013	6
985601346161-11	2010	4
985600149567-31	2013	4
622800000004-26	2014	2
JCQK00000001-42	2011	1
JAHE00000002-23	2011	6
JAHE00000002-23	2010	2
985601000990-35	2015	10
IYZQ00000002-41	2011	4
851700000009-31	2014	2
J86S00000000-35	2014	1
IY6D00000005-35	2015	5
IY6D00000005-35	2014	4
IY6D00000005-35	2012	3
IY6D00000005-35	2011	2
000700000992-50	2015	2
000700000992-50	2013	1
985600209462-35	2011	1
J3WT00000002-35	2015	2
000300000995-13	2014	9
202100000001-31	2013	25
IZEE00000008-53	2013	2
985600085410-42	2010	8
JP3V00000000-23	2012	8
002200000000-53	2012	6
985600394820-35	2015	1
985600394820-35	2012	11
985600394820-35	2011	5
985600394820-35	2010	2
001400000995-29	2011	2
001200000991-52	2013	1
001200000991-52	2011	3
GFGJ00000000-27	2014	1
GFGJ00000000-27	2012	2
GFGJ00000000-27	2010	1
JAS700000006-35	2014	4
JCPL00000005-13	2012	4
066300000009-53	2015	13
H24A00000002-43	2014	1
985602000994-33	2011	4
985600159937-32	2014	1
985600159937-32	2010	1
J01E00000003-26	2013	1
JSMM00000006-24	2014	4
JSMM00000006-24	2013	7
JSMM00000006-24	2011	3
985608318244-25	2015	2
985608318244-25	2014	1
000400000997-24	2011	1
761800000001-31	2013	4
761800000001-31	2012	5
841700000001-43	2012	4
040000000000-43	2010	4
000700000992-52	2015	5
000700000992-52	2010	2
985600153688-33	2011	4
001100000990-52	2014	2
001100000990-52	2011	5
419400000004-35	2012	1
419400000004-35	2010	5
985601004481-35	2013	2
985601004481-35	2012	1
985601004481-35	2011	2
003400000991-35	2015	1
003400000991-35	2014	3
003400000991-35	2013	4
003400000991-35	2012	5
003400000991-35	2011	4
003400000991-35	2010	3
IWT700000002-41	2013	6
583000000005-11	2012	16
438300000009-42	2012	6
872500000008-35	2015	1
872500000008-35	2014	3
872500000008-35	2012	2
IYRS00000002-41	2011	8
IYRS00000002-41	2010	8
IXOI00000000-27	2013	1
J4M300000009-35	2015	2
J4M300000009-35	2014	4
072200000001-25	2013	2
072200000001-25	2012	4
522600000004-35	2011	2
J2NI00000001-27	2011	2
985600908867-35	2010	3
000800000005-31	2014	2
554700000004-27	2014	2
554700000004-27	2012	2
033700000000-26	2013	10
033700000000-26	2012	10
160300000006-53	2014	1
458800000002-35	2014	1
002300000991-23	2015	2
002300000991-23	2014	1
002300000991-23	2013	2
000900000996-25	2015	1
000900000996-25	2014	2
000900000996-25	2013	2
985601000990-53	2012	6
385300000004-35	2010	1
J3SJ00000001-35	2012	3
J3SJ00000001-35	2010	1
AT0F00000005-35	2010	4
985600164213-13	2012	2
JA6O00000004-22	2013	3
050600000008-35	2012	1
050600000008-35	2010	1
911900000000-53	2010	1
001200000991-50	2013	1
J1PB00000008-35	2014	2
J1PB00000008-35	2010	7
066300000009-33	2014	1
066300000009-33	2013	3
066300000009-33	2012	5
J20V00000004-31	2015	2
J20V00000004-31	2014	2
J20V00000004-31	2013	6
J20V00000004-31	2012	6
J20V00000004-31	2010	2
014200000004-33	2014	11
574900000002-43	2015	1
574900000002-43	2014	2
574900000002-43	2013	2
574900000002-43	2012	2
574900000002-43	2010	3
IYIQ00000007-35	2015	2
IYIQ00000007-35	2014	5
IYIQ00000007-35	2013	2
IYIQ00000007-35	2011	8
JARS00000000-35	2011	4
404300000004-15	2015	7
404300000004-15	2014	9
404300000004-15	2011	5
000200000993-28	2015	7
985601000990-31	2010	6
100400000004-35	2014	1
100400000004-35	2012	1
100400000004-35	2011	1
100400000004-35	2010	1
000300000995-24	2013	6
930846000007-24	2011	5
835100000006-31	2012	3
001600000999-42	2015	1
001600000999-42	2012	4
001600000999-42	2011	4
001400000995-41	2011	8
985601325016-43	2014	1
660300000008-35	2011	7
000800000994-51	2011	3
000800000994-51	2010	4
025500000005-33	2014	43
432700000007-43	2013	3
432700000007-43	2010	2
000504001035-33	2012	11
000504001035-33	2010	8
GEOC00000004-35	2010	2
J4HL00000006-52	2015	1
985601113523-43	2012	1
055600000009-33	2015	6
001100000990-31	2012	9
000300000995-27	2012	2
000300000995-27	2011	3
033700000000-26	2010	10
577300000006-22	2015	1
577300000006-22	2012	4
577300000006-22	2011	1
J0MF00000003-50	2015	1
000600000990-28	2013	1
008200000000-43	2013	9
000400000997-28	2014	2
000400000997-28	2011	3
000400000997-28	2010	1
985600431459-23	2015	1
000800000994-53	2013	2
023400000007-26	2013	4
001600000999-33	2012	8
001600000999-33	2010	3
J3E400000000-50	2015	17
IZYG00000001-31	2014	6
IZYG00000001-31	2012	15
482000000000-35	2011	7
482000000000-35	2010	1
J54G00000008-33	2013	1
J54G00000008-33	2011	1
IYRS00000002-41	2012	3
444300000003-32	2015	7
444300000003-32	2013	6
444300000003-32	2011	5
444300000003-32	2010	3
985600187930-53	2015	3
985600187930-53	2014	1
985600187930-53	2013	1
985600187930-53	2011	5
985600187930-53	2010	2
001000000998-33	2010	3
JARS00000000-35	2010	2
985600042410-35	2014	6
841200000002-33	2010	1
754000000004-21	2015	3
JDWY00000003-35	2012	5
001300000993-33	2011	8
033100000009-31	2013	8
J0XN00000008-27	2012	2
J0XN00000008-27	2011	2
000600000990-23	2013	3
000300000995-28	2014	1
000300000995-28	2012	5
000300000995-28	2010	1
001300000993-23	2012	1
985600088568-51	2015	4
IDQ300000008-31	2015	1
IDQ300000008-31	2014	2
985601000990-23	2010	2
IYTC00000008-33	2011	1
021700000006-25	2012	3
JEIB00000004-32	2011	9
002400000993-41	2015	1
546600000001-52	2010	11
985601226522-23	2015	1
985600043408-35	2012	2
173800000007-31	2015	6
JME100000007-35	2010	1
J44200000003-33	2015	1
021000000003-31	2014	1
154100000008-41	2015	2
154100000008-41	2014	5
985600198339-35	2014	5
421200000002-32	2011	1
JDZ000000000-29	2013	1
JDZ000000000-29	2011	2
000600000990-41	2013	8
000600000990-41	2011	6
000400000997-53	2014	1
000400000997-53	2013	4
000500000999-29	2015	3
025600000007-35	2012	1
J01E00000003-26	2010	2
JHUP00000008-41	2015	1
530400000001-31	2015	21
628700000001-53	2013	1
628700000001-53	2012	2
628700000001-53	2011	1
001400000995-26	2010	5
001700000990-32	2015	3
001700000990-32	2010	2
J7ZO00000007-35	2014	11
J7ZO00000007-35	2013	4
000800000994-29	2012	2
002800000990-43	2011	1
985600682141-51	2012	1
J7ZO00000007-35	2011	7
985600042339-35	2014	3
985600419670-41	2013	1
985600419670-41	2011	1
IXWZ00000009-31	2014	6
985600042851-33	2014	1
004200000007-31	2015	1
004200000007-31	2014	4
J8UJ00000002-23	2013	1
000700000992-42	2010	4
000700000992-41	2014	7
008700000009-27	2015	7
008700000009-27	2014	4
008700000009-27	2013	3
008700000009-27	2011	5
008700000009-27	2010	7
385700000001-53	2015	1
002100000998-53	2015	1
002100000998-53	2014	1
002100000998-53	2010	4
IZ4F00000000-35	2013	1
000200000993-32	2010	4
881500000007-53	2011	2
881500000007-53	2010	1
000200000993-24	2011	8
J9NR00000000-35	2012	1
J0RV00000007-32	2014	6
JL3K00000000-42	2010	2
002000000996-51	2010	2
985600151383-33	2010	3
IZFY00000006-43	2015	2
IZFY00000006-43	2014	2
IZFY00000006-43	2013	2
IZFY00000006-43	2012	2
IZFY00000006-43	2011	4
453200000000-23	2015	3
453200000000-23	2012	3
453200000000-23	2011	8
453200000000-23	2010	5
J17W00000006-31	2013	1
002000000996-53	2012	1
000500000999-28	2012	1
136200000001-43	2015	2
136200000001-43	2013	1
136200000001-43	2012	7
IXRA00000000-35	2012	1
985600199645-29	2012	3
985600187930-53	2012	2
IX0E00000000-24	2015	13
985601110958-21	2015	1
587400000005-35	2013	9
000300000995-23	2012	3
025500000005-33	2015	43
013200000006-53	2012	1
000900000996-53	2015	1
001600000999-52	2012	1
001600000999-52	2011	3
041600000009-15	2015	8
J0QS00000001-25	2011	2
985600070170-35	2010	7
985600189488-31	2015	2
000400000997-23	2014	5
J8LY00000001-35	2012	10
IZEE00000008-42	2014	5
IZEE00000008-42	2012	5
448200000004-13	2013	13
448200000004-13	2011	6
IXEN00000001-41	2014	1
IXEN00000001-41	2011	3
IXEN00000001-41	2010	2
J9W800000004-51	2013	4
J9W800000004-51	2012	4
J9W800000004-51	2011	1
001200000991-25	2015	1
001200000991-25	2014	1
001200000991-25	2013	1
001200000991-25	2011	3
001200000991-25	2010	3
J3SV00000007-43	2012	3
J3SV00000007-43	2011	1
000800000994-21	2012	1
985601113523-43	2014	1
001300000993-31	2010	6
118000000000-35	2014	17
J3TM00000007-42	2015	2
J3TM00000007-42	2011	3
001000000998-28	2010	1
J1BJ00000000-35	2015	1
985600221152-26	2010	4
000800000994-51	2014	1
000800000994-51	2012	1
J08S00000008-35	2013	1
J1HL00000004-35	2014	9
J1HL00000004-35	2013	9
805400000000-43	2015	1
JHY900000008-11	2013	1
JHY900000008-11	2012	3
J2KO00000000-28	2012	1
0OUA00000000-41	2014	6
J0TA00000001-35	2013	6
001400000995-53	2011	4
J01V00000008-33	2011	1
951100000004-43	2012	2
951100000004-43	2010	2
985600221152-26	2015	1
001000000998-52	2011	1
000900000996-42	2011	5
616300000000-27	2011	1
092700000005-33	2013	1
J8UT00000002-29	2012	1
J8UT00000002-29	2011	1
J8UT00000002-29	2010	1
IXJS00000001-23	2011	2
000600000990-29	2011	10
824100000000-29	2014	3
009200000008-21	2010	6
002000000996-42	2013	3
002000000996-42	2010	4
000200000993-13	2014	3
JOK600000008-42	2015	1
JOK600000008-42	2012	3
JOK600000008-42	2011	3
415200000008-35	2013	1
IWBX00000000-31	2012	3
JCKL00000004-27	2015	1
002300000002-31	2015	1
IXRM00000004-35	2013	3
282600000009-35	2013	5
J22Z00000008-33	2013	6
J22Z00000008-33	2011	5
985600155915-31	2015	10
000800000994-21	2013	3
IXXF00000007-35	2014	1
016900000003-53	2012	4
830900000000-51	2012	3
566400000002-26	2013	3
002000000996-33	2011	7
002000000996-33	2010	5
985600212021-31	2012	4
000400000997-53	2011	2
000400000997-53	2010	6
985601114120-35	2015	1
985601000990-26	2014	4
985601000990-26	2013	3
985601000990-26	2012	5
985601000990-26	2011	4
985601000990-26	2010	15
985601110958-21	2011	2
858000000003-32	2014	3
858000000003-32	2011	5
000300000995-23	2015	8
000300000995-23	2013	4
000300000995-23	2011	9
000300000995-23	2010	6
985602000994-43	2013	2
985602000994-43	2012	4
985602000994-43	2011	3
985602000994-43	2010	1
000500000999-23	2013	2
0OUA00000000-41	2015	1
J09G00000002-42	2012	6
018100000005-23	2010	1
869800000003-41	2013	5
001000000998-42	2013	9
000500000999-42	2010	4
001700000990-35	2014	24
028700000003-28	2013	2
IZEE00000008-25	2010	5
790100000002-43	2013	1
JCJT00000002-31	2014	1
JCJT00000002-31	2013	2
JCJT00000002-31	2010	2
768700000007-53	2014	1
002500000995-33	2014	3
IW1F00000003-25	2010	3
B3WZ00000004-13	2014	9
J91P00000000-23	2012	2
J91P00000000-23	2011	3
J91P00000000-23	2010	4
JNI100000007-52	2014	6
002000000996-31	2013	4
002000000996-31	2010	1
J3UD00000005-51	2014	2
904100000002-33	2013	2
023400000007-26	2010	3
174400000008-35	2014	9
000300000995-25	2014	3
001700000990-31	2011	3
091400000001-26	2014	6
000900000996-29	2010	4
401100000006-31	2011	8
985601000990-27	2010	1
000300000995-25	2012	3
000600000990-29	2013	15
J94A00000006-25	2012	6
014200000004-33	2013	18
014200000004-33	2011	13
014200000004-33	2010	9
008200000000-43	2011	4
754000000004-21	2010	6
893300000007-31	2012	1
000400000997-23	2015	2
000400000997-23	2013	6
000400000997-23	2012	9
000400000997-23	2010	6
551700000000-35	2013	3
551700000000-35	2011	2
J1HP00000001-42	2015	2
J1HP00000001-42	2014	4
J1HP00000001-42	2011	3
J1HP00000001-42	2010	2
IYIO00000003-35	2015	2
IYIO00000003-35	2013	2
985607399712-41	2010	1
032604001051-33	2010	1
499800000000-42	2011	1
985601000990-33	2012	2
508300000003-31	2011	2
508300000003-31	2010	1
J4VT00000001-42	2015	2
J4VT00000001-42	2014	1
J4VT00000001-42	2011	2
426500000009-22	2011	12
045100000002-33	2015	3
450400000000-41	2012	8
790100000002-43	2015	2
985600199645-29	2011	1
009200000008-16	2015	4
411600000002-27	2012	5
580000000000-35	2015	8
580000000000-35	2014	6
580000000000-35	2013	4
580000000000-35	2012	7
580000000000-35	2011	10
580000000000-35	2010	5
J7ZM00000003-29	2015	5
J7ZM00000003-29	2014	1
J7ZM00000003-29	2013	2
002600000997-53	2012	1
002600000997-53	2011	1
002600000997-53	2010	2
985600093650-33	2015	1
985600213036-33	2015	3
802500000007-35	2015	15
294800000006-42	2011	1
294800000006-42	2010	1
IW6L00000007-35	2012	2
023600000000-35	2011	4
469000000003-41	2010	4
021000000003-31	2010	1
J76500000007-43	2011	1
J76500000007-43	2010	2
174400000008-35	2010	6
985600126826-42	2015	2
IZYV00000002-35	2013	1
IZYV00000002-35	2012	4
IZYV00000002-35	2011	1
JFT200000001-35	2014	5
JCKL00000004-27	2011	2
985600191016-32	2014	1
449300000004-31	2014	7
985601000990-35	2013	17
985601000990-35	2012	18
IANL00000008-29	2011	1
040000000000-27	2015	2
001900000994-52	2013	2
001900000994-52	2011	2
001900000994-52	2010	1
001200000991-41	2012	3
294300000007-31	2015	1
294300000007-31	2014	3
IXJV00000009-23	2015	2
J7ZO00000007-35	2012	8
028000000000-53	2014	1
028000000000-53	2010	1
985601111113-35	2013	5
985600458080-35	2010	2
000800000994-42	2010	4
IXOR00000009-14	2015	2
985600155915-31	2014	6
985600155915-31	2013	4
985600155915-31	2012	4
985600155915-31	2010	2
001000000998-32	2013	4
002100000998-33	2010	2
985600444798-29	2012	5
985600728460-35	2011	1
870200000006-33	2013	2
761800000001-31	2014	2
761800000001-31	2010	3
985600212021-31	2014	2
294300000007-31	2013	4
000200000993-22	2011	2
025500000005-26	2014	1
025500000005-26	2010	1
985600043084-35	2013	4
J6Q900000007-35	2013	1
028700000003-24	2011	2
577500000000-33	2010	1
J3GZ00000008-33	2013	3
451000000000-31	2010	1
001800000992-53	2011	4
JHUE00000006-33	2012	1
JHUE00000006-33	2010	2
J2GK00000001-31	2013	3
014300000006-13	2013	3
J87U00000003-35	2015	1
J87U00000003-35	2014	1
J87U00000003-35	2013	3
J87U00000003-35	2010	1
IVGJ00000004-35	2011	1
IVGJ00000004-35	2010	1
579200000000-25	2012	1
IVKS00000003-22	2010	4
001700000990-53	2014	1
014600000001-51	2010	1
390600000006-41	2013	5
062900000007-53	2012	2
000900000996-28	2010	1
985600168324-29	2010	1
001700000990-43	2011	7
JG0Z00000000-31	2014	4
000400000997-22	2014	1
IWT700000002-41	2015	2
985600153688-33	2012	1
001000000998-29	2014	3
001000000998-29	2013	6
J1IN00000006-25	2014	1
167600000009-41	2014	18
579700000000-35	2015	8
159000000007-33	2012	1
159000000007-33	2011	2
J0TA00000001-35	2014	3
J0TA00000001-35	2011	6
421200000002-32	2013	1
J8EF00000008-53	2015	1
010100000000-33	2012	4
562700000005-13	2012	2
IYKU00000000-26	2012	2
IZEE00000008-25	2015	39
JAVB00000008-33	2011	4
JAVB00000008-33	2010	7
985600084899-27	2015	3
985600084899-27	2012	1
001100000990-29	2011	2
001100000990-29	2010	5
J2DM00000000-41	2015	1
079400000002-35	2015	1
J22Z00000008-33	2010	4
000501005048-33	2015	6
000501005048-33	2014	5
000501005048-33	2013	7
J7EE00000009-35	2010	5
JPCX00000006-33	2011	1
985601361918-53	2012	2
028200000004-33	2010	15
028300000006-53	2013	2
040000000000-31	2014	7
J1AT00000001-53	2013	4
J1AT00000001-53	2010	9
000800000994-23	2011	6
IZT700000004-33	2015	1
IZT700000004-33	2012	5
IZT700000004-33	2010	7
JGGO00000008-23	2012	1
044900000009-53	2012	3
JQMV00000000-23	2015	1
JQLR00000002-41	2015	1
JQLR00000002-41	2014	2
JQLR00000002-41	2013	1
001200000991-41	2013	4
985600203669-31	2013	3
985600203669-31	2011	1
985600203669-31	2010	4
174300000006-35	2010	3
002800000990-28	2013	1
155200000008-41	2014	9
985608320567-53	2010	1
032601001077-33	2013	4
869800000003-41	2015	8
IWT400000007-31	2010	1
002200000990-33	2011	1
985601000990-33	2014	3
985601000990-33	2010	3
J8JD00000005-42	2013	1
JG4900000000-35	2011	1
IW1F00000003-25	2014	7
IW1F00000003-25	2013	4
001300000993-43	2013	3
985600190540-53	2015	2
001000000998-22	2014	2
001000000998-22	2013	6
001000000998-22	2012	8
001000000998-22	2011	5
001000000998-22	2010	3
344000000001-31	2011	3
160300000006-53	2015	1
985600200430-27	2015	5
985600200430-27	2010	6
001200000991-33	2010	6
064100000009-41	2013	3
985600146169-33	2013	1
586200000003-53	2013	3
420900000007-35	2015	3
420900000007-35	2012	5
420900000007-35	2010	5
081200000000-33	2015	2
081200000000-33	2014	7
985601110338-41	2012	3
985601110338-41	2010	4
001700000990-29	2011	4
000300000995-26	2014	4
000300000995-26	2013	3
985601066584-35	2015	2
AT0700000009-33	2012	2
001400000995-26	2012	5
001400000995-26	2011	3
173700000005-33	2011	6
040000000000-53	2010	9
J6Q200000004-35	2014	2
J6Q200000004-35	2011	2
328600000000-31	2011	4
328600000000-31	2010	2
985600199408-41	2014	1
985600199408-41	2010	1
IW9W00000003-41	2014	2
