ID_da_instituicao	ID_da_subdisciplina	Ano	Publicacoes
003900000001	31	2012	3
003900000001	88	2012	4
003900000001	238	2012	3
003900000001	415	2012	6
004700000006	153	2011	1
006700000002	206	2012	2
006700000002	547	2012	10
006700000002	342	2010	13
040000000000	449	2010	1
040000000000	454	2010	2
000700000992	210	2015	1
000700000992	210	2013	3
000700000992	101	2011	1
000700000992	210	2010	2
004300000009	13	2012	19
004300000009	175	2010	2
024000000008	194	2010	7
007200000001	6	2015	2
007200000001	135	2014	4
007200000001	135	2013	6
007200000001	107	2013	2
007200000001	135	2012	6
007200000001	133	2011	2
007200000001	262	2011	1
007200000001	6	2011	3
007200000001	499	2010	3
007200000001	31	2010	1
007200000001	135	2010	4
985600153688	2	2011	3
001100000990	303	2014	1
001100000990	412	2011	1
001100000990	16	2011	1
033700000000	56	2011	3
363100000000	390	2013	3
363100000000	530	2011	1
363100000000	67	2010	1
000700000992	140	2015	1
000700000992	163	2014	1
000700000992	26	2012	4
000700000992	9	2012	4
000700000992	514	2011	1
623800000002	66	2012	1
024000000008	299	2012	1
024000000008	299	2010	6
001500000008	108	2013	7
001500000008	108	2011	2
000500000000	444	2011	1
024000000008	153	2011	2
024000000008	416	2010	6
419400000004	406	2012	1
419400000004	23	2010	3
769300000008	293	2015	2
769300000008	316	2013	2
769300000008	305	2012	1
119300000003	69	2015	1
119300000003	533	2014	1
119300000003	4	2013	1
119300000003	402	2013	1
119300000003	320	2012	1
119300000003	402	2012	1
119300000003	48	2012	3
119300000003	135	2011	1
119300000003	26	2011	2
119300000003	4	2011	2
119300000003	135	2010	1
119300000003	262	2010	1
029100000000	372	2011	2
032700000001	185	2015	6
032700000001	262	2010	3
032700000001	525	2010	7
000200000993	111	2014	1
007700000000	9	2010	5
985601004481	449	2013	2
985601004481	429	2012	1
985601004481	429	2011	1
008900000002	3	2012	5
000100000002	130	2013	5
000100000002	478	2013	7
000100000002	24	2010	1
363100000000	435	2014	1
003400000991	126	2015	1
003400000991	126	2014	1
003400000991	57	2014	2
003400000991	314	2013	1
003400000991	434	2012	1
003400000991	536	2012	1
003400000991	126	2011	1
003400000991	57	2011	1
003400000991	89	2011	1
003400000991	236	2010	1
003900000001	499	2015	3
003900000001	107	2012	12
003900000001	412	2012	6
807700000001	200	2012	1
000900000996	161	2010	1
IWT700000002	545	2013	1
204400000003	125	2015	1
204400000003	254	2014	1
204400000003	103	2014	2
204400000003	229	2013	1
204400000003	229	2012	1
204400000003	125	2011	5
204400000003	229	2011	1
204400000003	13	2010	1
204400000003	176	2010	1
032600000000	194	2014	9
342800000000	200	2015	1
342800000000	195	2012	2
342800000000	463	2011	3
342800000000	200	2010	1
033800000001	499	2014	21
033800000001	133	2013	5
033800000001	499	2012	16
583000000005	19	2012	3
033500000006	483	2015	2
006200000003	174	2010	3
438300000009	6	2012	1
387300000000	131	2014	1
000500000000	51	2012	1
584200000007	67	2011	3
584200000007	138	2010	3
024000000008	278	2014	5
024000000008	505	2012	5
024000000008	243	2011	1
000500000000	17	2012	1
000500000000	311	2012	2
000500000000	76	2010	3
002700000000	200	2013	4
002700000000	28	2012	2
000400000008	195	2013	1
039200000000	323	2012	7
003900000001	456	2011	1
627100000002	107	2011	2
438600000004	407	2010	1
033100000009	284	2015	6
033800000001	54	2010	1
047000000007	36	2012	1
001500000008	345	2015	4
001500000008	402	2015	5
001500000008	402	2013	5
653900000006	22	2014	7
653900000006	525	2014	6
653900000006	73	2013	4
653900000006	419	2013	1
653900000006	22	2013	2
653900000006	238	2012	1
653900000006	300	2012	1
653900000006	89	2012	3
653900000006	300	2010	2
653900000006	73	2010	4
653900000006	238	2010	1
008000000006	353	2015	2
008000000006	415	2014	5
008000000006	415	2013	3
008000000006	413	2010	9
008900000002	551	2013	1
008900000002	11	2010	9
870300000008	117	2015	1
870300000008	135	2014	1
870300000008	499	2013	3
870300000008	499	2010	2
502700000001	374	2015	1
024000000008	451	2011	5
033300000002	160	2011	3
033300000002	291	2011	3
033300000002	371	2011	3
033300000002	160	2010	4
033300000002	291	2010	4
033300000002	295	2010	5
033300000002	317	2010	4
033300000002	371	2010	4
033300000002	458	2010	4
033700000000	28	2012	1
033700000000	236	2011	2
033700000000	174	2011	2
008200000000	424	2014	2
008200000000	449	2012	3
008900000002	190	2012	4
423400000002	128	2010	1
000200000993	519	2015	3
039200000000	239	2015	2
039200000000	94	2011	2
021100000005	113	2015	2
460900000006	449	2014	5
460900000006	449	2013	2
460900000006	117	2013	2
460900000006	117	2012	5
460900000006	449	2011	1
460900000006	117	2010	3
872500000008	41	2015	1
872500000008	41	2014	1
872500000008	73	2014	2
872500000008	73	2012	1
000900000996	525	2010	4
033700000000	316	2015	2
033700000000	260	2014	7
412700000002	340	2015	2
412700000002	304	2013	2
412700000002	340	2013	1
412700000002	264	2013	1
412700000002	387	2012	1
412700000002	264	2012	2
412700000002	499	2012	1
412700000002	233	2011	1
412700000002	9	2011	1
412700000002	340	2010	1
033300000002	170	2014	1
033300000002	408	2011	4
985600169126	41	2013	1
511300000003	313	2010	3
000200000993	427	2011	1
000200000993	172	2014	1
000200000993	483	2013	3
000200000993	172	2013	1
000300000006	419	2012	8
000300000006	419	2011	4
IZEO00000008	227	2014	2
IYRS00000002	59	2011	1
IYRS00000002	405	2010	1
IYRS00000002	59	2010	1
IWU400000003	476	2014	1
002100000009	428	2015	5
002100000009	517	2013	6
002100000009	288	2010	4
033200000000	542	2015	3
033200000000	73	2013	4
033200000000	73	2012	7
006700000002	267	2010	5
004300000009	404	2014	7
J4D600000002	413	2015	1
J4D600000002	257	2012	1
J4D600000002	445	2010	1
IZCF00000003	97	2014	3
117700000004	217	2013	1
033500000006	518	2012	7
033500000006	465	2010	4
087900000002	163	2011	1
024000000008	143	2011	1
000900000007	475	2015	1
033600000008	542	2010	2
033800000001	463	2014	1
033800000001	13	2013	4
033800000001	108	2013	3
033800000001	108	2010	2
033800000001	13	2010	6
039200000000	456	2015	4
039200000000	202	2014	2
039200000000	456	2013	3
061500000001	416	2015	1
061500000001	416	2012	2
061500000001	416	2010	1
000900000007	138	2014	2
000900000007	247	2013	1
033300000002	164	2012	1
087000000006	152	2012	1
087000000006	38	2011	1
822900000009	413	2012	1
822900000009	227	2010	5
000700000992	138	2010	5
033500000006	108	2012	5
IXOI00000000	345	2013	1
032700000001	347	2015	5
032700000001	80	2013	1
008200000000	73	2011	1
001700000001	237	2010	2
001700000001	410	2010	2
059100000002	229	2013	2
IWU400000003	299	2015	1
IWU400000003	517	2010	2
096800000000	90	2010	1
117800000006	132	2012	2
778500000000	544	2012	3
778500000000	366	2011	2
778500000000	544	2010	4
J93M00000001	196	2012	2
J93M00000001	218	2012	1
501600000001	77	2012	2
412700000002	519	2015	3
198100000000	152	2012	1
008700000009	409	2011	7
456700000004	523	2014	4
456700000004	8	2012	1
456700000004	8	2011	1
481300000008	349	2012	1
481300000008	454	2010	1
661500000000	482	2011	1
J1HP00000001	67	2014	2
061400000000	194	2015	1
061400000000	457	2014	9
J4M300000009	456	2015	1
J4M300000009	341	2014	1
J4M300000009	456	2014	1
032900000005	96	2014	5
009200000008	520	2013	3
009200000008	213	2011	3
009200000008	419	2010	5
F3V900000009	53	2015	1
F3V900000009	53	2014	1
F3V900000009	213	2013	1
F3V900000009	454	2011	3
F3V900000009	53	2011	3
001200000991	19	2010	2
032900000005	17	2015	5
001300000993	367	2013	1
022900000008	75	2015	1
022900000008	49	2015	1
022900000008	75	2014	1
022900000008	75	2013	1
022900000008	161	2013	4
022900000008	75	2012	1
022900000008	195	2012	2
022900000008	389	2012	2
022900000008	75	2011	3
022900000008	389	2011	1
022900000008	195	2010	1
072200000001	7	2013	1
072200000001	7	2012	1
072200000001	7	2011	2
072200000001	454	2010	1
522600000004	412	2011	1
001500000997	194	2015	1
003900000001	53	2012	7
892700000006	74	2013	1
892700000006	208	2012	1
000300000006	46	2012	6
000300000006	487	2010	5
000500000000	158	2015	1
000500000000	260	2013	5
000500000000	365	2012	1
000500000000	108	2012	13
000500000000	439	2011	2
000900000996	429	2013	2
460900000006	445	2013	1
460900000006	401	2013	1
460900000006	345	2011	2
002500000006	38	2013	15
032700000001	67	2012	2
032700000001	67	2011	3
008400000003	340	2014	1
001500000008	323	2015	2
001500000008	323	2014	7
001500000008	323	2010	4
033300000002	288	2015	1
033300000002	152	2015	4
033300000002	446	2015	7
033300000002	428	2015	4
033300000002	159	2015	4
033300000002	280	2015	3
033300000002	299	2015	3
033300000002	118	2014	3
033300000002	159	2014	2
033300000002	409	2014	3
033300000002	395	2014	1
033300000002	280	2013	3
033300000002	159	2013	4
033300000002	439	2013	4
033300000002	152	2013	1
033300000002	118	2012	1
033300000002	299	2012	1
033300000002	152	2011	2
033300000002	439	2010	1
033300000002	428	2010	3
033600000008	305	2010	2
020700000008	63	2015	4
020700000008	45	2014	2
033000000007	538	2014	1
033000000007	316	2013	1
033000000007	189	2013	2
033000000007	189	2012	5
011100000008	459	2012	1
011100000008	436	2010	2
001500000008	278	2013	1
J2NI00000001	525	2011	1
010300000003	533	2012	1
004100000005	75	2010	3
579700000000	7	2013	1
579700000000	7	2011	1
579700000000	537	2011	1
579700000000	7	2010	2
198100000000	154	2015	1
198100000000	105	2015	1
198100000000	105	2014	1
198100000000	105	2013	8
198100000000	270	2012	1
029100000000	45	2010	1
IZCF00000003	290	2013	3
016700000000	276	2010	1
000200000993	443	2013	8
065800000000	8	2010	2
065800000000	506	2010	1
001000000998	340	2010	1
033300000002	105	2015	1
008300000001	191	2015	1
008300000001	191	2012	7
985600908867	67	2010	1
387300000000	545	2015	1
032900000005	55	2012	3
032900000005	54	2011	3
000800000005	249	2014	1
016700000000	312	2010	2
033100000009	483	2014	2
033100000009	125	2010	2
002800000001	107	2010	10
007900000004	122	2015	1
033300000002	273	2015	2
033300000002	189	2013	1
033300000002	273	2011	1
033300000002	316	2011	6
033300000002	273	2010	3
033700000000	487	2011	4
032600000000	116	2013	4
I3CJ00000006	113	2013	1
002100000009	364	2014	1
204400000003	140	2015	2
204400000003	257	2015	3
204400000003	419	2013	8
204400000003	140	2013	3
204400000003	419	2010	9
008900000002	120	2015	2
008900000002	275	2015	1
008900000002	287	2015	3
008900000002	17	2015	1
008900000002	413	2015	9
008900000002	358	2014	1
008900000002	426	2013	3
008900000002	157	2013	1
008900000002	109	2013	2
008900000002	508	2013	6
008900000002	158	2012	2
008900000002	442	2012	3
008900000002	200	2011	2
008900000002	426	2011	3
008900000002	441	2010	11
008900000002	338	2010	1
029100000000	261	2014	3
016700000000	71	2015	1
107000000004	7	2012	3
554700000004	257	2014	1
554700000004	140	2012	1
880000000000	49	2014	3
019200000005	9	2010	11
032900000005	102	2015	6
032900000005	310	2011	3
032900000005	35	2011	4
032900000005	102	2010	3
032900000005	35	2010	4
884500000001	32	2015	1
884500000001	32	2011	1
884500000001	534	2010	1
033100000009	57	2013	1
008900000002	416	2015	3
002900000003	545	2014	1
002900000003	545	2013	1
002900000003	545	2012	1
019200000005	514	2013	14
412700000002	445	2014	4
412700000002	130	2011	2
867100000004	125	2015	3
867100000004	103	2015	1
867100000004	125	2011	3
867100000004	103	2010	3
033700000000	490	2012	1
033700000000	8	2012	5
033700000000	50	2011	3
002100000009	173	2014	4
822900000009	203	2012	1
822900000009	369	2010	1
822900000009	554	2010	1
822900000009	233	2010	1
822900000009	345	2010	1
205600000005	325	2012	1
205600000005	166	2011	1
033300000002	410	2015	1
022900000008	429	2015	1
022900000008	117	2015	1
022900000008	315	2015	1
022900000008	284	2015	1
022900000008	429	2014	4
022900000008	117	2014	1
022900000008	419	2013	1
022900000008	315	2013	2
022900000008	316	2013	1
022900000008	429	2012	2
022900000008	429	2010	2
022900000008	315	2010	1
033100000009	240	2015	4
033100000009	240	2013	2
350700000009	124	2015	1
350700000009	105	2014	2
350700000009	138	2013	1
350700000009	312	2011	1
000500000000	485	2014	2
350700000009	290	2013	20
172000000004	389	2010	1
033500000006	412	2013	10
033500000006	405	2011	2
006900000006	523	2015	1
006900000006	117	2013	4
006900000006	117	2012	7
006900000006	523	2012	1
006900000006	361	2012	2
006900000006	117	2010	5
822900000009	277	2012	1
033700000000	499	2010	1
006200000003	419	2012	4
004400000000	90	2014	8
003900000001	332	2013	2
008000000006	415	2015	4
008000000006	509	2011	3
387300000000	227	2015	2
001400000006	29	2012	4
004100000005	456	2015	2
004100000005	429	2013	5
089100000004	50	2015	1
089100000004	190	2014	1
089100000004	20	2012	1
089100000004	130	2011	1
089100000004	471	2011	1
011100000008	208	2015	3
011100000008	478	2015	2
011100000008	478	2014	2
011100000008	3	2014	5
011100000008	208	2013	2
011100000008	295	2011	11
201100000003	102	2015	1
201100000003	203	2014	4
201100000003	176	2014	1
201100000003	549	2014	2
201100000003	478	2013	9
201100000003	414	2013	1
014000000000	90	2015	3
014000000000	415	2014	2
014000000000	263	2014	1
014000000000	260	2013	4
014000000000	90	2013	7
014000000000	260	2012	5
014000000000	260	2011	3
000800000994	7	2013	1
198100000000	521	2014	3
198100000000	521	2013	1
198100000000	521	2012	2
281500000009	483	2013	2
160300000006	405	2014	1
006700000002	536	2014	2
446900000000	496	2013	1
032900000005	542	2011	6
032900000005	542	2010	8
021100000005	31	2011	1
008900000002	308	2010	1
020200000009	290	2015	1
020200000009	290	2014	3
531500000001	462	2013	1
004300000009	453	2014	1
001900000005	228	2015	2
001900000005	409	2014	1
001900000005	351	2012	3
001900000005	160	2011	2
001900000005	70	2011	2
281500000009	199	2012	1
033300000002	7	2015	10
033300000002	17	2015	5
033300000002	39	2015	9
033300000002	59	2015	8
033300000002	62	2015	6
033300000002	80	2015	12
033300000002	83	2015	5
033300000002	91	2015	7
033300000002	104	2015	5
033300000002	114	2015	4
033300000002	151	2015	4
033300000002	174	2015	10
033300000002	236	2015	6
033300000002	272	2015	6
033300000002	274	2015	4
033300000002	285	2015	4
033300000002	347	2015	8
033300000002	397	2015	6
033300000002	452	2015	6
033300000002	466	2015	4
033300000002	469	2015	6
033300000002	485	2015	6
033300000002	510	2015	4
033300000002	531	2015	10
033300000002	258	2015	3
033300000002	93	2014	2
033300000002	258	2013	5
033300000002	80	2013	6
033300000002	258	2012	3
033300000002	258	2011	4
033300000002	303	2010	7
475600000009	427	2015	4
475600000009	20	2014	2
J32200000000	421	2012	1
458800000002	523	2014	1
002300000991	2	2015	2
002300000991	3	2014	1
002300000991	2	2013	2
000900000996	109	2015	1
000900000996	109	2014	1
000900000996	42	2013	3
081100000009	429	2014	1
081100000009	21	2014	2
081100000009	21	2013	1
226100000009	200	2014	4
226100000009	229	2013	2
226100000009	200	2013	1
071500000009	8	2012	1
032700000001	445	2015	3
204400000003	544	2015	7
204400000003	341	2014	1
204400000003	117	2013	1
204400000003	133	2011	1
204400000003	116	2011	1
204400000003	264	2011	1
204400000003	341	2010	2
204400000003	133	2010	2
204400000003	264	2010	1
553800000008	530	2012	1
553800000008	6	2011	8
553800000008	135	2011	4
553800000008	508	2010	1
172000000004	139	2010	1
006200000003	205	2012	11
029100000000	415	2012	5
029100000000	290	2010	3
985601000990	107	2014	2
985601000990	202	2012	2
985601000990	133	2012	1
019200000005	215	2014	5
080400000006	392	2014	1
080400000006	409	2011	1
833700000000	179	2011	1
024000000008	123	2013	1
024000000008	444	2012	4
342800000000	202	2010	1
033500000006	390	2012	1
385300000004	107	2010	1
000300000995	184	2011	1
J3SJ00000001	2	2012	1
J3SJ00000001	138	2012	1
J3SJ00000001	138	2010	1
171400000003	429	2014	1
171400000003	429	2012	2
171400000003	227	2010	1
006700000002	119	2015	3
006700000002	155	2013	5
JI7500000002	21	2015	1
JI7500000002	21	2013	1
JI7500000002	413	2012	1
JI7500000002	21	2011	1
000100000002	42	2014	8
000100000002	107	2013	4
000100000002	544	2012	2
024000000008	194	2015	20
024000000008	194	2012	19
001200000002	353	2012	1
001200000002	322	2010	4
007900000004	280	2013	3
007900000004	481	2012	1
007900000004	280	2012	2
819000000002	6	2015	1
819000000002	324	2011	1
I22A00000002	199	2010	1
AT0F00000005	412	2012	3
AT0F00000005	243	2010	2
008900000002	241	2011	2
062200000004	68	2014	1
000500000999	429	2013	2
008200000000	503	2013	3
008900000002	361	2014	2
001200000991	424	2013	1
001200000991	424	2012	1
001200000991	424	2011	1
020700000008	102	2015	5
985600164213	339	2012	1
553800000008	545	2011	3
019200000005	422	2012	2
019200000005	525	2012	6
019200000005	244	2011	2
081100000009	453	2012	1
005900000008	59	2015	2
005900000008	456	2015	4
005900000008	138	2014	3
JA6O00000004	408	2013	1
462400000003	41	2012	1
462400000003	41	2010	1
032600000000	264	2012	20
032600000000	264	2011	6
032600000000	528	2011	2
032600000000	340	2010	3
000400000997	239	2010	1
171500000005	48	2015	2
171500000005	405	2012	5
171500000005	405	2011	6
050600000008	450	2012	1
050600000008	450	2010	1
911900000000	545	2010	1
033100000009	64	2013	1
001200000991	454	2013	3
010600000009	483	2013	5
008900000002	53	2013	2
047700000000	483	2011	1
047700000000	13	2010	1
080400000006	117	2013	3
021700000006	117	2015	2
021700000006	49	2015	1
021700000006	52	2010	1
021700000006	109	2010	1
869900000005	273	2010	1
869900000005	49	2010	1
198100000000	478	2013	1
446900000000	248	2014	2
446900000000	248	2011	1
446900000000	193	2011	1
446900000000	484	2010	2
198100000000	435	2015	1
080400000006	256	2011	1
008300000001	341	2013	8
502700000001	416	2012	1
502700000001	416	2011	1
000600000990	450	2010	1
023100000001	427	2015	1
023100000001	200	2015	1
023100000001	200	2013	1
087000000006	439	2014	4
089100000004	32	2012	1
007000000008	228	2015	1
004300000009	1	2012	3
000600000001	71	2012	2
000600000001	194	2011	9
000600000001	425	2010	2
004500000002	442	2013	3
004500000002	442	2011	1
004500000002	442	2010	1
033500000006	173	2013	8
281500000009	56	2014	1
000300000995	130	2010	5
020200000009	235	2012	3
J1PB00000008	194	2014	1
J1PB00000008	194	2010	4
024000000008	35	2015	3
024000000008	331	2015	1
024000000008	306	2014	4
024000000008	331	2014	4
024000000008	295	2014	2
024000000008	306	2013	1
024000000008	306	2011	2
066300000009	21	2014	1
066300000009	79	2013	2
066300000009	237	2012	2
066300000009	95	2010	3
000700000992	53	2011	1
000700000992	401	2010	1
032700000001	237	2012	5
032700000001	10	2011	5
577300000006	78	2015	1
006200000003	312	2015	3
033500000006	103	2014	3
J1SS00000005	523	2015	9
J1SS00000005	139	2012	3
J1SS00000005	453	2010	1
059100000002	398	2010	1
J9W800000004	107	2015	2
069000000008	107	2014	1
069000000008	1	2013	1
069000000008	2	2013	6
069000000008	340	2010	1
IZCF00000003	49	2011	5
000300000006	361	2011	3
000300000006	304	2010	5
000300000006	387	2010	1
039200000000	241	2011	1
033500000006	299	2013	1
033500000006	428	2012	1
033500000006	159	2011	1
033500000006	152	2010	1
004100000005	102	2015	3
377800000002	530	2014	2
377800000002	2	2013	4
554300000007	122	2012	1
024000000008	70	2015	3
024000000008	240	2012	1
172000000004	107	2015	4
172000000004	499	2014	3
172000000004	499	2013	4
172000000004	202	2013	1
071500000009	436	2015	1
071500000009	416	2015	6
071500000009	459	2014	2
071500000009	465	2013	2
071500000009	465	2012	3
022900000008	536	2014	1
081100000009	49	2010	4
020200000009	478	2012	3
020200000009	460	2012	8
000900000007	496	2014	1
387300000000	202	2012	1
387300000000	227	2010	3
J20V00000004	416	2015	2
J20V00000004	74	2014	2
J20V00000004	153	2013	4
J20V00000004	240	2013	1
J20V00000004	392	2012	1
J20V00000004	153	2012	2
J20V00000004	483	2010	2
001400000995	55	2015	3
001400000995	20	2015	2
001400000995	1	2015	2
001400000995	8	2015	1
001400000995	471	2015	1
001400000995	352	2015	1
001400000995	1	2014	2
001400000995	443	2014	1
001400000995	523	2013	6
001400000995	443	2013	6
001400000995	311	2013	2
001400000995	1	2013	2
001400000995	2	2013	3
001400000995	4	2013	1
001400000995	7	2013	1
001400000995	8	2013	1
001400000995	9	2013	1
001400000995	11	2013	2
001400000995	12	2013	2
001400000995	16	2013	1
001400000995	17	2013	1
001400000995	19	2013	1
001400000995	20	2013	8
001400000995	22	2013	1
001400000995	24	2013	1
001400000995	25	2013	1
001400000995	26	2013	1
001400000995	28	2013	5
001400000995	29	2013	1
001400000995	32	2013	1
001400000995	39	2013	1
001400000995	42	2013	2
001400000995	44	2013	1
001400000995	45	2013	1
001400000995	51	2013	2
001400000995	54	2013	2
001400000995	55	2013	2
001400000995	59	2013	1
001400000995	62	2013	1
001400000995	63	2013	1
001400000995	68	2013	2
001400000995	69	2013	1
001400000995	73	2013	3
001400000995	76	2013	1
001400000995	77	2013	1
001400000995	80	2013	1
001400000995	81	2013	1
001400000995	82	2013	1
001400000995	83	2013	1
001400000995	89	2013	1
001400000995	91	2013	3
001400000995	99	2013	1
001400000995	101	2013	1
001400000995	104	2013	1
001400000995	114	2013	1
001400000995	139	2013	1
001400000995	151	2013	1
001400000995	174	2013	1
001400000995	204	2013	1
001400000995	205	2013	1
001400000995	236	2013	1
001400000995	238	2013	1
001400000995	247	2013	1
001400000995	272	2013	1
001400000995	274	2013	1
001400000995	285	2013	1
001400000995	292	2013	1
001400000995	387	2013	1
001400000995	397	2013	1
001400000995	402	2013	1
001400000995	422	2013	1
001400000995	451	2013	1
001400000995	452	2013	1
001400000995	464	2013	2
001400000995	466	2013	1
001400000995	469	2013	1
001400000995	473	2013	1
001400000995	485	2013	1
001400000995	510	2013	1
001400000995	531	2013	1
001400000995	471	2013	2
001400000995	1	2012	4
001400000995	471	2012	2
001400000995	443	2012	4
001400000995	20	2012	5
001400000995	4	2012	1
001400000995	9	2012	1
001400000995	40	2012	1
001400000995	48	2012	1
001400000995	84	2012	1
001400000995	127	2012	1
001400000995	135	2012	1
001400000995	218	2012	1
001400000995	233	2012	1
001400000995	262	2012	1
001400000995	320	2012	1
001400000995	345	2012	1
001400000995	366	2012	1
001400000995	384	2012	1
001400000995	394	2012	1
001400000995	445	2012	2
001400000995	523	2012	2
001400000995	12	2012	2
001400000995	443	2011	6
001400000995	20	2011	4
001400000995	130	2011	1
001400000995	1	2011	3
001400000995	2	2011	2
001400000995	4	2011	1
001400000995	7	2011	1
001400000995	8	2011	1
001400000995	9	2011	1
001400000995	11	2011	2
001400000995	16	2011	1
001400000995	17	2011	1
001400000995	19	2011	1
001400000995	22	2011	1
001400000995	25	2011	1
001400000995	26	2011	1
001400000995	28	2011	3
001400000995	29	2011	1
001400000995	32	2011	1
001400000995	39	2011	1
001400000995	42	2011	1
001400000995	44	2011	1
001400000995	45	2011	3
001400000995	51	2011	3
001400000995	54	2011	1
001400000995	55	2011	1
001400000995	62	2011	1
001400000995	63	2011	1
001400000995	68	2011	2
001400000995	69	2011	2
001400000995	73	2011	2
001400000995	76	2011	2
001400000995	77	2011	1
001400000995	80	2011	1
001400000995	81	2011	1
001400000995	82	2011	1
001400000995	83	2011	1
001400000995	89	2011	1
001400000995	91	2011	1
001400000995	99	2011	1
001400000995	101	2011	1
001400000995	104	2011	1
001400000995	114	2011	1
001400000995	116	2011	1
001400000995	151	2011	1
001400000995	174	2011	1
001400000995	204	2011	1
001400000995	205	2011	1
001400000995	236	2011	1
001400000995	238	2011	1
001400000995	247	2011	1
001400000995	272	2011	1
001400000995	274	2011	1
001400000995	285	2011	1
001400000995	292	2011	1
001400000995	311	2011	1
001400000995	347	2011	1
001400000995	387	2011	2
001400000995	397	2011	1
001400000995	402	2011	1
001400000995	422	2011	1
001400000995	451	2011	1
001400000995	464	2011	1
001400000995	466	2011	1
001400000995	469	2011	1
001400000995	473	2011	1
001400000995	485	2011	1
001400000995	510	2011	1
001400000995	531	2011	1
001400000995	233	2011	1
001400000995	405	2011	2
001400000995	1	2010	5
001400000995	20	2010	3
001400000995	84	2010	2
001400000995	531	2010	1
001400000995	471	2010	3
001400000995	443	2010	2
001400000995	9	2010	1
001400000995	130	2010	3
003900000001	41	2011	4
009200000008	509	2015	2
010600000009	88	2014	4
014200000004	101	2014	1
IZEO00000008	358	2011	3
574900000002	374	2015	1
574900000002	163	2014	1
574900000002	347	2013	1
574900000002	372	2013	1
574900000002	361	2012	1
574900000002	94	2012	1
574900000002	39	2010	1
574900000002	94	2010	1
032700000001	57	2015	3
032700000001	416	2015	15
032700000001	486	2015	1
032700000001	522	2014	1
032700000001	36	2014	6
002800000001	46	2010	1
J1SS00000005	349	2014	2
J1SS00000005	101	2013	1
J1SS00000005	473	2011	1
J1SS00000005	405	2010	1
J1SS00000005	2	2010	4
J1SS00000005	25	2010	2
033200000000	273	2013	1
033200000000	273	2012	1
000200000993	433	2013	1
000200000993	433	2012	1
J2HF00000009	528	2015	2
J2HF00000009	454	2015	1
J2HF00000009	503	2014	1
J2HF00000009	340	2014	2
J2HF00000009	340	2013	6
J2HF00000009	202	2012	1
J2HF00000009	202	2011	2
J2HF00000009	264	2011	1
J2HF00000009	133	2010	1
J2HF00000009	340	2010	2
J2HF00000009	264	2010	1
000600000990	411	2013	1
000300000006	163	2011	4
004300000009	73	2014	14
004300000009	76	2012	1
832500000009	1	2015	3
832500000009	361	2011	1
032100000000	215	2014	1
032100000000	1	2014	3
032100000000	6	2013	1
032100000000	180	2011	1
J1SS00000005	40	2011	2
J1SS00000005	184	2010	2
033200000000	468	2013	1
IYIQ00000007	509	2015	1
IYIQ00000007	523	2014	3
IYIQ00000007	165	2014	1
IYIQ00000007	424	2013	1
IYIQ00000007	509	2013	1
IYIQ00000007	509	2011	1
IYIQ00000007	37	2011	1
IYIQ00000007	9	2011	2
000200000993	551	2012	2
000200000993	196	2010	1
JARS00000000	350	2011	1
166100000001	544	2015	1
166100000001	499	2015	1
166100000001	499	2014	1
166100000001	135	2014	1
166100000001	404	2014	1
166100000001	499	2013	2
166100000001	499	2011	1
166100000001	45	2010	1
404300000004	320	2015	1
404300000004	202	2015	3
404300000004	509	2014	1
404300000004	340	2013	1
404300000004	523	2011	1
000200000993	373	2013	1
028200000004	138	2015	8
028200000004	76	2015	1
028200000004	138	2010	5
431100000008	28	2013	1
000200000993	26	2015	2
000700000003	417	2013	1
000700000003	368	2013	1
000700000003	417	2012	1
001500000997	19	2010	1
121100000001	26	2014	1
033300000002	126	2013	5
985600079623	41	2012	1
010600000009	52	2014	2
000600000990	202	2015	2
000600000990	341	2010	3
081500000006	285	2015	1
081500000006	523	2015	2
081500000006	191	2014	6
081500000006	191	2012	6
081500000006	203	2012	1
081500000006	203	2011	2
081500000006	394	2011	1
081500000006	523	2011	1
081500000006	190	2010	1
081500000006	424	2010	1
001900000005	239	2013	1
247100000001	424	2013	1
247100000001	424	2012	3
247100000001	81	2011	1
247100000001	424	2010	3
032600000000	161	2015	6
032600000000	35	2012	18
032600000000	415	2011	1
032600000000	35	2011	3
336500000000	454	2014	1
336500000000	24	2011	2
336500000000	19	2010	1
020200000009	97	2010	3
247500000009	423	2011	1
247500000009	449	2010	4
810400000006	429	2015	1
810400000006	345	2013	1
810400000006	161	2011	2
047900000003	36	2013	1
047900000003	36	2012	1
047900000003	36	2010	1
033000000007	312	2015	1
009200000008	133	2013	3
009200000008	133	2010	1
019200000005	544	2015	7
019200000005	315	2010	1
319000000000	138	2013	2
016700000000	128	2013	1
016700000000	128	2010	1
008300000001	457	2015	7
038400000005	235	2013	2
446900000000	304	2011	3
319000000000	217	2011	2
319000000000	49	2010	5
019200000005	398	2011	2
985600042339	8	2011	1
985600042339	76	2010	1
985601000990	195	2014	1
985601000990	161	2010	1
100400000004	102	2014	1
100400000004	90	2012	1
100400000004	90	2011	1
100400000004	310	2010	1
007900000004	224	2012	4
000300000006	315	2015	7
000300000995	483	2013	2
003900000001	101	2010	5
811900000003	429	2011	13
811900000003	429	2010	9
004400000000	119	2014	2
009200000008	9	2012	1
009200000008	9	2011	4
408900000008	419	2015	2
408900000008	419	2014	2
408900000008	419	2012	2
