nome,id
Mg-Lavras,3138203
Mg-Leandro Ferreira,3138302
Mg-Leme do Prado,3138351
Mg-Leopoldina,3138401
Mg-Liberdade,3138500
Mg-Lima Duarte,3138609
Mg-Limeira do Oeste,3138625
Mg-Lontra,3138658
Mg-Luisburgo,3138674
Mg-Luislandia,3138682
Mg-Luminarias,3138708
Mg-Luz,3138807
Mg-Machacalis,3138906
Mg-Machado,3139003
Mg-Madre de Deus de Minas,3139102
Mg-Malacacheta,3139201
Mg-Mamonas,3139250
Mg-Manga,3139300
Mg-Manhuacu,3139409
Mg-Manhumirim,3139508
Mg-Mantena,3139607
Mg-Maravilhas,3139706
Mg-Mar de Espanha,3139805
Mg-Maria da Fe,3139904
Mg-Mariana,3140001
Mg-Marilac,3140100
Mg-Mario Campos,3140159
Mg-Maripa de Minas,3140209
Mg-Marlieria,3140308
Mg-Marmelopolis,3140407
Mg-Martinho Campos,3140506
Mg-Martins Soares,3140530
Mg-Mata Verde,3140555
Mg-Materlandia,3140605
Mg-Mateus Leme,3140704
Mg-Matias Barbosa,3140803
Mg-Matias Cardoso,3140852
Mg-Matipo,3140902
Mg-Mato Verde,3141009
Mg-Matozinhos,3141108
Mg-Matutina,3141207
Mg-Medeiros,3141306
Mg-Medina,3141405
Mg-Mendes Pimentel,3141504
Mg-Merces,3141603
Mg-Mesquita,3141702
Mg-Minas Novas,3141801
Mg-Minduri,3141900
Mg-Mirabela,3142007
Mg-Miradouro,3142106
Mg-Mirai,3142205
Mg-Miravania,3142254
Mg-Moeda,3142304
Mg-Moema,3142403
Mg-Monjolos,3142502
Mg-Monsenhor Paulo,3142601
Mg-Montalvania,3142700
Mg-Monte Alegre de Minas,3142809
Mg-Monte Azul,3142908
Mg-Monte Belo,3143005
Mg-Monte Carmelo,3143104
Mg-Monte Formoso,3143153
Mg-Monte Santo de Minas,3143203
Mg-Montes Claros,3143302
Mg-Monte Siao,3143401
Mg-Montezuma,3143450
Mg-Morada Nova de Minas,3143500
Mg-Morro da Garca,3143609
Mg-Morro do Pilar,3143708
Mg-Munhoz,3143807
Mg-Muriae,3143906
Mg-Mutum,3144003
Mg-Muzambinho,3144102
Mg-Nacip Raydan,3144201
Mg-Nanuque,3144300
Mg-Naque,3144359
Mg-Natalandia,3144375
Mg-Natercia,3144409
Mg-Nazareno,3144508
Mg-Nepomuceno,3144607
Mg-Ninheira,3144656
Mg-Nova Belem,3144672
Mg-Nova Era,3144706
Mg-Nova Lima,3144805
Mg-Nova Modica,3144904
Mg-Nova Ponte,3145000
Mg-Nova Porteirinha,3145059
Mg-Nova Resende,3145109
Mg-Nova Serrana,3145208
Mg-Novo Cruzeiro,3145307
Mg-Novo Oriente de Minas,3145356
Mg-Novorizonte,3145372
Mg-Olaria,3145406
Mg-Olhos-D Agua,3145455
Mg-Olimpio Noronha,3145505
Mg-Oliveira,3145604
Mg-Oliveira Fortes,3145703
Mg-Onca de Pitangui,3145802
Mg-Oratorios,3145851
Mg-Orizania,3145877
Mg-Ouro Branco,3145901
Mg-Ouro Fino,3146008
Mg-Ouro Preto,3146107
Mg-Ouro Verde de Minas,3146206
Mg-Padre Carvalho,3146255
Mg-Padre Paraiso,3146305
Mg-Paineiras,3146404
Mg-Pains,3146503
Mg-Pai Pedro,3146552
Mg-Paiva,3146602
Mg-Palma,3146701
Mg-Palmopolis,3146750
Mg-Papagaios,3146909
Mg-Paracatu,3147006
Mg-Para de Minas,3147105
Mg-Paraguacu,3147204
Mg-Paraisopolis,3147303
Mg-Paraopeba,3147402
Mg-Passabem,3147501
Mg-Passa Quatro,3147600
Mg-Passa Tempo,3147709
Mg-Passa-Vinte,3147808
Mg-Passos,3147907
Mg-Patis,3147956
Mg-Patos de Minas,3148004
Mg-Patrocinio,3148103
Mg-Patrocinio do Muriae,3148202
Mg-Paula Candido,3148301
Mg-Paulistas,3148400
Mg-Pavao,3148509
Mg-Pecanha,3148608
Mg-Pedra Azul,3148707
Mg-Pedra Bonita,3148756
Mg-Pedra do Anta,3148806
Mg-Pedra do Indaia,3148905
Mg-Pedra Dourada,3149002
Mg-Pedralva,3149101
Mg-Pedras de Maria da Cruz,3149150
Mg-Pedrinopolis,3149200
Mg-Pedro Leopoldo,3149309
Mg-Pedro Teixeira,3149408
Mg-Pequeri,3149507
Mg-Pequi,3149606
Mg-Perdigao,3149705
Mg-Perdizes,3149804
Mg-Perdoes,3149903
Mg-Periquito,3149952
Mg-Pescador,3150000
Mg-Piau,3150109
Mg-Piedade de Caratinga,3150158
Mg-Piedade de Ponte Nova,3150208
Mg-Piedade do Rio Grande,3150307
Mg-Piedade dos Gerais,3150406
Mg-Pimenta,3150505
Mg-Pingo-D Agua,3150539
Mg-Pintopolis,3150570
Mg-Piracema,3150604
Mg-Pirajuba,3150703
Mg-Piranga,3150802
Mg-Pirangucu,3150901
Mg-Piranguinho,3151008
Mg-Pirapetinga,3151107
Mg-Pirapora,3151206
Mg-Pirauba,3151305
Mg-Pitangui,3151404
Mg-Piumhi,3151503
Mg-Planura,3151602
Mg-Poco Fundo,3151701
Mg-Pocos de Caldas,3151800
Mg-Pocrane,3151909
Mg-Pompeu,3152006
Mg-Ponte Nova,3152105
Mg-Ponto Chique,3152131
Mg-Ponto dos Volantes,3152170
Mg-Porteirinha,3152204
Mg-Porto Firme,3152303
Mg-Pote,3152402
Mg-Pouso Alegre,3152501
Mg-Pouso Alto,3152600
Mg-Prados,3152709
Mg-Prata,3152808
Mg-Pratapolis,3152907
Mg-Pratinha,3153004
Mg-Presidente Bernardes,3153103
Mg-Presidente Juscelino,3153202
Mg-Presidente Kubitschek,3153301
Mg-Presidente Olegario,3153400
Mg-Alto Jequitiba,3153509
Mg-Prudente de Morais,3153608
Mg-Quartel Geral,3153707
Mg-Queluzito,3153806
Mg-Raposos,3153905
Mg-Raul Soares,3154002
Mg-Recreio,3154101
Mg-Reduto,3154150
Mg-Resende Costa,3154200
Mg-Resplendor,3154309
Mg-Ressaquinha,3154408
Mg-Riachinho,3154457
Mg-Riacho dos Machados,3154507
Mg-Ribeirao das Neves,3154606
Mg-Ribeirao Vermelho,3154705
Mg-Rio Acima,3154804
Mg-Rio Casca,3154903
Mg-Rio Doce,3155009
Mg-Rio do Prado,3155108
Mg-Rio Espera,3155207
Mg-Rio Manso,3155306
Mg-Rio Novo,3155405
Mg-Rio Paranaiba,3155504
Mg-Rio Pardo de Minas,3155603
Mg-Rio Piracicaba,3155702
Mg-Rio Pomba,3155801
Mg-Rio Preto,3155900
Mg-Rio Vermelho,3156007
Mg-Ritapolis,3156106
Mg-Rochedo de Minas,3156205
Mg-Rodeiro,3156304
Mg-Romaria,3156403
Mg-Rosario da Limeira,3156452
Mg-Rubelita,3156502
Mg-Rubim,3156601
Mg-Sabara,3156700
Mg-Sabinopolis,3156809
Mg-Sacramento,3156908
Mg-Salinas,3157005
Mg-Salto da Divisa,3157104
Mg-Santa Barbara,3157203
Mg-Santa Barbara do Leste,3157252
Mg-Santa Barbara do Monte Verde,3157278
Mg-Santa Barbara do Tugurio,3157302
Mg-Santa Cruz de Minas,3157336
Mg-Santa Cruz de Salinas,3157377
Mg-Santa Cruz do Escalvado,3157401
Mg-Santa Efigenia de Minas,3157500
Mg-Santa Fe de Minas,3157609
Mg-Santa Helena de Minas,3157658
Mg-Santa Juliana,3157708
Mg-Santa Luzia,3157807
Mg-Santa Margarida,3157906
Mg-Santa Maria de Itabira,3158003
Mg-Santa Maria do Salto,3158102
Mg-Santa Maria do Suacui,3158201
Mg-Santana da Vargem,3158300
Mg-Santana de Cataguases,3158409
Mg-Santana de Pirapama,3158508
Mg-Santana do Deserto,3158607
Mg-Santana do Garambeu,3158706
Mg-Santana do Jacare,3158805
Mg-Santana do Manhuacu,3158904
Mg-Santana do Paraiso,3158953
Mg-Santana do Riacho,3159001
Mg-Santana dos Montes,3159100
Mg-Santa Rita de Caldas,3159209
Mg-Santa Rita de Jacutinga,3159308
Mg-Santa Rita de Minas,3159357
Mg-Santa Rita de Ibitipoca,3159407
Mg-Santa Rita do Itueto,3159506
Mg-Santa Rita do Sapucai,3159605
Mg-Santa Rosa da Serra,3159704
Mg-Santa Vitoria,3159803
Mg-Santo Antonio do Amparo,3159902
Mg-Santo Antonio do Aventureiro,3160009
Mg-Santo Antonio do Grama,3160108
Mg-Santo Antonio do Itambe,3160207
Mg-Santo Antonio do Jacinto,3160306
Mg-Santo Antonio do Monte,3160405
Mg-Santo Antonio do Retiro,3160454
Mg-Santo Antonio do Rio Abaixo,3160504
Mg-Santo Hipolito,3160603
Mg-Santos Dumont,3160702
Mg-Sao Bento Abade,3160801
Mg-Sao Bras do Suacui,3160900
Mg-Sao Domingos das Dores,3160959
Mg-Sao Domingos do Prata,3161007
Mg-Sao Felix de Minas,3161056
Mg-Sao Francisco,3161106
Mg-Sao Francisco de Paula,3161205
Mg-Sao Francisco de Sales,3161304
Mg-Sao Francisco do Gloria,3161403
Mg-Sao Geraldo,3161502
Mg-Sao Geraldo da Piedade,3161601
Mg-Sao Geraldo do Baixio,3161650
Mg-Sao Goncalo do Abaete,3161700
Mg-Sao Goncalo do Para,3161809
Mg-Sao Goncalo do Rio Abaixo,3161908
Mg-Sao Goncalo do Sapucai,3162005
Mg-Sao Gotardo,3162104
Mg-Sao Joao Batista do Gloria,3162203
Mg-Sao Joao da Lagoa,3162252
Mg-Sao Joao da Mata,3162302
Mg-Sao Joao da Ponte,3162401
Mg-Sao Joao das Missoes,3162450
Mg-Sao Joao Del Rei,3162500
Mg-Sao Joao do Manhuacu,3162559
Mg-Sao Joao do Manteninha,3162575
Mg-Sao Joao do Oriente,3162609
Mg-Sao Joao do Pacui,3162658
Mg-Sao Joao do Paraiso,3162708
Mg-Sao Joao Evangelista,3162807
Mg-Sao Joao Nepomuceno,3162906
Mg-Sao Joaquim de Bicas,3162922
Mg-Sao Jose da Barra,3162948
Mg-Sao Jose da Lapa,3162955
Mg-Sao Jose da Safira,3163003
Mg-Sao Jose da Varginha,3163102
Mg-Sao Jose do Alegre,3163201
Mg-Sao Jose do Divino,3163300
Mg-Sao Jose do Goiabal,3163409
Mg-Sao Jose do Jacuri,3163508
Mg-Sao Jose do Mantimento,3163607
Mg-Sao Lourenco,3163706
Mg-Sao Miguel do Anta,3163805
Mg-Sao Pedro da Uniao,3163904
Mg-Sao Pedro dos Ferros,3164001
Mg-Sao Pedro do Suacui,3164100
Mg-Sao Romao,3164209
Mg-Sao Roque de Minas,3164308
Mg-Sao Sebastiao da Bela Vista,3164407
Mg-Sao Sebastiao da Vargem Alegre,3164431
Mg-Sao Sebastiao do Anta,3164472
Mg-Sao Sebastiao do Maranhao,3164506
Mg-Sao Sebastiao do Oeste,3164605
Mg-Sao Sebastiao do Paraiso,3164704
Mg-Sao Sebastiao do Rio Preto,3164803
Mg-Sao Sebastiao do Rio Verde,3164902
Mg-Sao Tiago,3165008
Mg-Sao Tomas de Aquino,3165107
Mg-Sao Thome das Letras,3165206
Mg-Sao Vicente de Minas,3165305
Mg-Sapucai-Mirim,3165404
Mg-Sardoa,3165503
Mg-Sarzedo,3165537
Mg-Setubinha,3165552
Mg-Sem-Peixe,3165560
Mg-Senador Amaral,3165578
Mg-Senador Cortes,3165602
Mg-Senador Firmino,3165701
Mg-Senador Jose Bento,3165800
Mg-Senador Modestino Goncalves,3165909
Mg-Senhora de Oliveira,3166006
Mg-Senhora do Porto,3166105
Mg-Senhora dos Remedios,3166204
Mg-Sericita,3166303
Mg-Seritinga,3166402
Mg-Serra Azul de Minas,3166501
Mg-Serra da Saudade,3166600
Mg-Serra dos Aimores,3166709
Mg-Serra do Salitre,3166808
Mg-Serrania,3166907
Mg-Serranopolis de Minas,3166956
Mg-Serranos,3167004
Mg-Serro,3167103
Mg-Sete Lagoas,3167202
Mg-Silveirania,3167301
Mg-Silvianopolis,3167400
Mg-Simao Pereira,3167509
Mg-Simonesia,3167608
Mg-Sobralia,3167707
Mg-Soledade de Minas,3167806
Mg-Tabuleiro,3167905
Mg-Taiobeiras,3168002
Mg-Taparuba,3168051
Mg-Tapira,3168101
Mg-Tapirai,3168200
Mg-Taquaracu de Minas,3168309
Mg-Tarumirim,3168408
Mg-Teixeiras,3168507
Mg-Teofilo Otoni,3168606
Mg-Timoteo,3168705
Mg-Tiradentes,3168804
Mg-Tiros,3168903
Mg-Tocantins,3169000
Mg-Tocos do Moji,3169059
Mg-Toledo,3169109
Mg-Tombos,3169208
Mg-Tres Coracoes,3169307
Mg-Tres Marias,3169356
Mg-Tres Pontas,3169406
Mg-Tumiritinga,3169505
Mg-Tupaciguara,3169604
Mg-Turmalina,3169703
Mg-Turvolandia,3169802
Mg-Uba,3169901
Mg-Ubai,3170008
Mg-Ubaporanga,3170057
Mg-Uberaba,3170107
Mg-Uberlandia,3170206
Mg-Umburatiba,3170305
Mg-Unai,3170404
Mg-Uniao de Minas,3170438
Mg-Uruana de Minas,3170479
Mg-Urucania,3170503
Mg-Urucuia,3170529
Mg-Vargem Alegre,3170578
Mg-Vargem Bonita,3170602
Mg-Vargem Grande do Rio Pardo,3170651
Mg-Varginha,3170701
Mg-Varjao de Minas,3170750
Mg-Varzea da Palma,3170800
Mg-Varzelandia,3170909
Mg-Vazante,3171006
Mg-Verdelandia,3171030
Mg-Veredinha,3171071
Mg-Verissimo,3171105
Mg-Vermelho Novo,3171154
Mg-Vespasiano,3171204
Mg-Vicosa,3171303
Mg-Vieiras,3171402
Mg-Mathias Lobato,3171501
Mg-Virgem da Lapa,3171600
Mg-Virginia,3171709
Mg-Virginopolis,3171808
Mg-Virgolandia,3171907
Mg-Visconde do Rio Branco,3172004
Mg-Volta Grande,3172103
Mg-Wenceslau Braz,3172202
Es-Afonso Claudio,3200102
Es-Aguia Branca,3200136
Es-Agua Doce do Norte,3200169
Es-Alegre,3200201
Es-Alfredo Chaves,3200300
Es-Alto Rio Novo,3200359
Es-Anchieta,3200409
Es-Apiaca,3200508
Es-Aracruz,3200607
Es-Atilio Vivacqua,3200706
Es-Baixo Guandu,3200805
Es-Barra de Sao Francisco,3200904
Es-Boa Esperanca,3201001
Es-Bom Jesus do Norte,3201100
Es-Brejetuba,3201159
Es-Cachoeiro de Itapemirim,3201209
Es-Cariacica,3201308
Es-Castelo,3201407
Es-Colatina,3201506
Es-Conceicao da Barra,3201605
Es-Conceicao do Castelo,3201704
Es-Divino de Sao Lourenco,3201803
Es-Domingos Martins,3201902
Es-Dores do Rio Preto,3202009
Es-Ecoporanga,3202108
Es-Fundao,3202207
Es-Governador Lindenberg,3202256
Es-Guacui,3202306
Es-Guarapari,3202405
Es-Ibatiba,3202454
Es-Ibiracu,3202504
Es-Ibitirama,3202553
Es-Iconha,3202603
Es-Irupi,3202652
Es-Itaguacu,3202702
Es-Itapemirim,3202801
Es-Itarana,3202900
Es-Iuna,3203007
Es-Jaguare,3203056
Es-Jeronimo Monteiro,3203106
Es-Joao Neiva,3203130
Es-Laranja da Terra,3203163
Es-Linhares,3203205
Es-Mantenopolis,3203304
Es-Marataizes,3203320
Es-Marechal Floriano,3203346
Es-Marilandia,3203353
Es-Mimoso do Sul,3203403
Es-Montanha,3203502
Es-Mucurici,3203601
Es-Muniz Freire,3203700
Es-Muqui,3203809
Es-Nova Venecia,3203908
Es-Pancas,3204005
Es-Pedro Canario,3204054
Es-Pinheiros,3204104
Es-Piuma,3204203
Es-Ponto Belo,3204252
Es-Presidente Kennedy,3204302
Es-Rio Bananal,3204351
Es-Rio Novo do Sul,3204401
Es-Santa Leopoldina,3204500
Es-Santa Maria de Jetiba,3204559
Es-Santa Teresa,3204609
Es-Sao Domingos do Norte,3204658
Es-Sao Gabriel da Palha,3204708
Es-Sao Jose do Calcado,3204807
Es-Sao Mateus,3204906
Es-Sao Roque do Canaa,3204955
Es-Serra,3205002
Es-Sooretama,3205010
Es-Vargem Alta,3205036
Es-Venda Nova do Imigrante,3205069
Es-Viana,3205101
Es-Vila Pavao,3205150
Es-Vila Valerio,3205176
Es-Vila Velha,3205200
Es-Vitoria,3205309
Rj-Angra dos Reis,3300100
Rj-Aperibe,3300159
Rj-Araruama,3300209
Rj-Areal,3300225
Rj-Armacao dos Buzios,3300233
Rj-Arraial do Cabo,3300258
Rj-Barra do Pirai,3300308
Rj-Barra Mansa,3300407
Rj-Belford Roxo,3300456
Rj-Bom Jardim,3300506
Rj-Bom Jesus do Itabapoana,3300605
Rj-Cabo Frio,3300704
Rj-Cachoeiras de Macacu,3300803
Rj-Cambuci,3300902
Rj-Carapebus,3300936
Rj-Comendador Levy Gasparian,3300951
Rj-Campos dos Goytacazes,3301009
Rj-Cantagalo,3301108
Rj-Cardoso Moreira,3301157
Rj-Carmo,3301207
Rj-Casimiro de Abreu,3301306
Rj-Conceicao de Macabu,3301405
Rj-Cordeiro,3301504
Rj-Duas Barras,3301603
Rj-Duque de Caxias,3301702
Rj-Engenheiro Paulo de Frontin,3301801
Rj-Guapimirim,3301850
Rj-Iguaba Grande,3301876
Rj-Itaborai,3301900
Rj-Itaguai,3302007
Rj-Italva,3302056
Rj-Itaocara,3302106
Rj-Itaperuna,3302205
Rj-Itatiaia,3302254
Rj-Japeri,3302270
Rj-Laje do Muriae,3302304
Rj-Macae,3302403
Rj-Macuco,3302452
Rj-Mage,3302502
Rj-Mangaratiba,3302601
Rj-Marica,3302700
Rj-Mendes,3302809
Rj-Mesquita,3302858
Rj-Miguel Pereira,3302908
Rj-Miracema,3303005
Rj-Natividade,3303104
Rj-Nilopolis,3303203
Rj-Niteroi,3303302
Rj-Nova Friburgo,3303401
Rj-Nova Iguacu,3303500
Rj-Paracambi,3303609
Rj-Paraiba do Sul,3303708
Rj-Paraty,3303807
Rj-Paty do Alferes,3303856
Rj-Petropolis,3303906
Rj-Pinheiral,3303955
Rj-Pirai,3304003
Rj-Porciuncula,3304102
Rj-Porto Real,3304110
Rj-Quatis,3304128
Rj-Queimados,3304144
Rj-Quissama,3304151
Rj-Resende,3304201
Rj-Rio Bonito,3304300
Rj-Rio Claro,3304409
Rj-Rio das Flores,3304508
Rj-Rio das Ostras,3304524
Rj-Rio de Janeiro,3304557
Rj-Santa Maria Madalena,3304607
Rj-Santo Antonio de Padua,3304706
Rj-Sao Francisco de Itabapoana,3304755
Rj-Sao Fidelis,3304805
Rj-Sao Goncalo,3304904
Rj-Sao Joao da Barra,3305000
Rj-Sao Joao de Meriti,3305109
Rj-Sao Jose de Uba,3305133
Rj-Sao Jose do Vale do Rio Preto,3305158
Rj-Sao Pedro da Aldeia,3305208
Rj-Sao Sebastiao do Alto,3305307
Rj-Sapucaia,3305406
Rj-Saquarema,3305505
Rj-Seropedica,3305554
Rj-Silva Jardim,3305604
Rj-Sumidouro,3305703
Rj-Tangua,3305752
Rj-Teresopolis,3305802
Rj-Trajano de Moraes,3305901
Rj-Tres Rios,3306008
Rj-Valenca,3306107
Rj-Varre-Sai,3306156
Rj-Vassouras,3306206
Rj-Volta Redonda,3306305
Sp-Adamantina,3500105
Sp-Adolfo,3500204
Sp-Aguai,3500303
Sp-Aguas da Prata,3500402
Sp-Aguas de Lindoia,3500501
Sp-Aguas de Santa Barbara,3500550
Sp-Aguas de Sao Pedro,3500600
Sp-Agudos,3500709
Sp-Alambari,3500758
Sp-Alfredo Marcondes,3500808
Sp-Altair,3500907
Sp-Altinopolis,3501004
Sp-Alto Alegre,3501103
Sp-Aluminio,3501152
Sp-Alvares Florence,3501202
Sp-Alvares Machado,3501301
Sp-Alvaro de Carvalho,3501400
Sp-Alvinlandia,3501509
Sp-Americana,3501608
Sp-Americo Brasiliense,3501707
Sp-Americo de Campos,3501806
Sp-Amparo,3501905
Sp-Analandia,3502002
Sp-Andradina,3502101
Sp-Angatuba,3502200
Sp-Anhembi,3502309
Sp-Anhumas,3502408
Sp-Aparecida,3502507
Sp-Aparecida D Oeste,3502606
Sp-Apiai,3502705
Sp-Aracariguama,3502754
Sp-Aracatuba,3502804
Sp-Aracoiaba da Serra,3502903
Sp-Aramina,3503000
Sp-Arandu,3503109
Sp-Arapei,3503158
Sp-Araraquara,3503208
Sp-Araras,3503307
Sp-Arco-Iris,3503356
Sp-Arealva,3503406
Sp-Areias,3503505
Sp-Areiopolis,3503604
Sp-Ariranha,3503703
Sp-Artur Nogueira,3503802
Sp-Aruja,3503901
Sp-Aspasia,3503950
Sp-Assis,3504008
Sp-Atibaia,3504107
Sp-Auriflama,3504206
Sp-Avai,3504305
Sp-Avanhandava,3504404
Sp-Avare,3504503
Sp-Bady Bassitt,3504602
Sp-Balbinos,3504701
Sp-Balsamo,3504800
Sp-Bananal,3504909
Sp-Barao de Antonina,3505005
Sp-Barbosa,3505104
Sp-Bariri,3505203
Sp-Barra Bonita,3505302
Sp-Barra do Chapeu,3505351
Sp-Barra do Turvo,3505401
Sp-Barretos,3505500
Sp-Barrinha,3505609
Sp-Barueri,3505708
Sp-Bastos,3505807
Sp-Batatais,3505906
Sp-Bauru,3506003
Sp-Bebedouro,3506102
Sp-Bento de Abreu,3506201
Sp-Bernardino de Campos,3506300
Sp-Bertioga,3506359
Sp-Bilac,3506409
Sp-Birigui,3506508
Sp-Biritiba-Mirim,3506607
Sp-Boa Esperanca do Sul,3506706
Sp-Bocaina,3506805
Sp-Bofete,3506904
Sp-Boituva,3507001
Sp-Bom Jesus dos Perdoes,3507100
Sp-Bom Sucesso de Itarare,3507159
Sp-Bora,3507209
Sp-Boraceia,3507308
Sp-Borborema,3507407
Sp-Borebi,3507456
Sp-Botucatu,3507506
Sp-Braganca Paulista,3507605
Sp-Brauna,3507704
Sp-Brejo Alegre,3507753
Sp-Brodowski,3507803
Sp-Brotas,3507902
Sp-Buri,3508009
Sp-Buritama,3508108
Sp-Buritizal,3508207
Sp-Cabralia Paulista,3508306
Sp-Cabreuva,3508405
Sp-Cacapava,3508504
Sp-Cachoeira Paulista,3508603
Sp-Caconde,3508702
Sp-Cafelandia,3508801
Sp-Caiabu,3508900
Sp-Caieiras,3509007
Sp-Caiua,3509106
Sp-Cajamar,3509205
Sp-Cajati,3509254
Sp-Cajobi,3509304
Sp-Cajuru,3509403
Sp-Campina do Monte Alegre,3509452
Sp-Campinas,3509502
Sp-Campo Limpo Paulista,3509601
Sp-Campos do Jordao,3509700
Sp-Campos Novos Paulista,3509809
Sp-Cananeia,3509908
Sp-Canas,3509957
Sp-Candido Mota,3510005
Sp-Candido Rodrigues,3510104
Sp-Canitar,3510153
Sp-Capao Bonito,3510203
Sp-Capela do Alto,3510302
Sp-Capivari,3510401
Sp-Caraguatatuba,3510500
Sp-Carapicuiba,3510609
Sp-Cardoso,3510708
Sp-Casa Branca,3510807
Sp-Cassia dos Coqueiros,3510906
Sp-Castilho,3511003
Sp-Catanduva,3511102
Sp-Catigua,3511201
Sp-Cedral,3511300
Sp-Cerqueira Cesar,3511409
Sp-Cerquilho,3511508
Sp-Cesario Lange,3511607
Sp-Charqueada,3511706
Sp-Clementina,3511904
Sp-Colina,3512001
Sp-Colombia,3512100
Sp-Conchal,3512209
Sp-Conchas,3512308
Sp-Cordeiropolis,3512407
Sp-Coroados,3512506
Sp-Coronel Macedo,3512605
Sp-Corumbatai,3512704
Sp-Cosmopolis,3512803
Sp-Cosmorama,3512902
Sp-Cotia,3513009
Sp-Cravinhos,3513108
Sp-Cristais Paulista,3513207
Sp-Cruzalia,3513306
Sp-Cruzeiro,3513405
Sp-Cubatao,3513504
Sp-Cunha,3513603
Sp-Descalvado,3513702
Sp-Diadema,3513801
Sp-Dirce Reis,3513850
Sp-Divinolandia,3513900
Sp-Dobrada,3514007
Sp-Dois Corregos,3514106
Sp-Dolcinopolis,3514205
Sp-Dourado,3514304
Sp-Dracena,3514403
Sp-Duartina,3514502
Sp-Dumont,3514601
Sp-Echapora,3514700
Sp-Eldorado,3514809
Sp-Elias Fausto,3514908
Sp-Elisiario,3514924
Sp-Embauba,3514957
Sp-Embu das Artes,3515004
Sp-Embu-Guacu,3515103
Sp-Emilianopolis,3515129
Sp-Engenheiro Coelho,3515152
Sp-Espirito Santo do Pinhal,3515186
Sp-Espirito Santo do Turvo,3515194
Sp-Estrela D Oeste,3515202
Sp-Estrela do Norte,3515301
Sp-Euclides da Cunha Paulista,3515350
Sp-Fartura,3515400
Sp-Fernandopolis,3515509
Sp-Fernando Prestes,3515608
Sp-Fernao,3515657
Sp-Ferraz de Vasconcelos,3515707
Sp-Flora Rica,3515806
Sp-Floreal,3515905
Sp-Florida Paulista,3516002
Sp-Florinia,3516101
Sp-Franca,3516200
Sp-Francisco Morato,3516309
Sp-Franco da Rocha,3516408
Sp-Gabriel Monteiro,3516507
Sp-Galia,3516606
Sp-Garca,3516705
Sp-Gastao Vidigal,3516804
Sp-Gaviao Peixoto,3516853
Sp-General Salgado,3516903
Sp-Getulina,3517000
Sp-Glicerio,3517109
Sp-Guaicara,3517208
Sp-Guaimbe,3517307
Sp-Guaira,3517406
Sp-Guapiacu,3517505
Sp-Guapiara,3517604
Sp-Guara,3517703
Sp-Guaracai,3517802
Sp-Guaraci,3517901
Sp-Guarani D Oeste,3518008
Sp-Guaranta,3518107
Sp-Guararapes,3518206
Sp-Guararema,3518305
Sp-Guaratingueta,3518404
Sp-Guarei,3518503
Sp-Guariba,3518602
Sp-Guaruja,3518701
Sp-Guarulhos,3518800
Sp-Guatapara,3518859
Sp-Guzolandia,3518909
Sp-Herculandia,3519006
Sp-Holambra,3519055
Sp-Hortolandia,3519071
Sp-Iacanga,3519105
Sp-Iacri,3519204
Sp-Iaras,3519253
Sp-Ibate,3519303
Sp-Ibira,3519402
Sp-Ibirarema,3519501
Sp-Ibitinga,3519600
Sp-Ibiuna,3519709
Sp-Icem,3519808
Sp-Iepe,3519907
Sp-Igaracu do Tiete,3520004
Sp-Igarapava,3520103
Sp-Igarata,3520202
Sp-Iguape,3520301
Sp-Ilhabela,3520400
Sp-Ilha Comprida,3520426
Sp-Ilha Solteira,3520442
Sp-Indaiatuba,3520509
Sp-Indiana,3520608
Sp-Indiapora,3520707
Sp-Inubia Paulista,3520806
Sp-Ipaussu,3520905
Sp-Ipero,3521002
Sp-Ipeuna,3521101
Sp-Ipigua,3521150
Sp-Iporanga,3521200
Sp-Ipua,3521309
Sp-Iracemapolis,3521408
Sp-Irapua,3521507
Sp-Irapuru,3521606
Sp-Itabera,3521705
Sp-Itai,3521804
Sp-Itajobi,3521903
Sp-Itaju,3522000
Sp-Itanhaem,3522109
Sp-Itaoca,3522158
Sp-Itapecerica da Serra,3522208
Sp-Itapetininga,3522307
Sp-Itapeva,3522406
Sp-Itapevi,3522505
Sp-Itapira,3522604
Sp-Itapirapua Paulista,3522653
Sp-Itapolis,3522703
Sp-Itaporanga,3522802
Sp-Itapui,3522901
Sp-Itapura,3523008
Sp-Itaquaquecetuba,3523107
Sp-Itarare,3523206
Sp-Itariri,3523305
Sp-Itatiba,3523404
Sp-Itatinga,3523503
Sp-Itirapina,3523602
Sp-Itirapua,3523701
Sp-Itobi,3523800
Sp-Itu,3523909
Sp-Itupeva,3524006
Sp-Ituverava,3524105
Sp-Jaborandi,3524204
Sp-Jaboticabal,3524303
Sp-Jacarei,3524402
Sp-Jaci,3524501
Sp-Jacupiranga,3524600
Sp-Jaguariuna,3524709
Sp-Jales,3524808
Sp-Jambeiro,3524907
Sp-Jandira,3525003
Sp-Jardinopolis,3525102
Sp-Jarinu,3525201
Sp-Jau,3525300
Sp-Jeriquara,3525409
Sp-Joanopolis,3525508
Sp-Joao Ramalho,3525607
Sp-Jose Bonifacio,3525706
Sp-Julio Mesquita,3525805
Sp-Jumirim,3525854
Sp-Jundiai,3525904
Sp-Junqueiropolis,3526001
Sp-Juquia,3526100
Sp-Juquitiba,3526209
Sp-Lagoinha,3526308
Sp-Laranjal Paulista,3526407
